ID	Title	Country	Ctl	MA	Type	Drugs	Primary Endpoint	Population	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51081">ChiCTR2000030853</a>	Evaluation of the protective effect of dexmedetomidine on patients with severe new coronavirus pneumonia	China	N	N	Drug Repurposing	Dexmedetomidine	Efficacy - Other efficacy	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51050">ChiCTR2000030835</a>	Clinical study on the efficacy of Mesenchymal stem cells (MSC) in the treatment of severe novel coronavirus pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:MSC	Efficacy - Other efficacy	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51072">ChiCTR2000030841</a>	Treatment of Acute Severe COVID-19 With Immunoglobulin From Cured COVID-19 Patients	China	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50973">ChiCTR2000030779</a>	A randomized, open-label, controlled trial for the efficacy and safety of  Ulinastatin Injection in the treatment of patients with severe novel coronavirus pneumonia (COVID-19)	China	Y	N	Shelved drug or NME	Ulinastatin	Efficacy - Oxygen parameters	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50843">ChiCTR2000030718</a>	Clinical Study of Chloroquine Phosphate in the Treatment of 2019-nCoV Infection	China	Y	N	Drug Repurposing	Chloroquine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50795">ChiCTR2000030701</a>	A randomized, parallel controlled open-label trial to evaluate the efficacy and safety of Prolongin (Enoxaparin Sodium Injection) in adult hospitalized patients with novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Enoxaparin	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50251">ChiCTR2000030703</a>	A randomized, blinded, controlled, multicenter clinical trial to evaluate the efficacy and safety of Ixekizumab combined with conventional antiviral drugs in patients with novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Ixekizumab	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50786">ChiCTR2000030700</a>	An evaluative clinical study: efficacy and safety of of Prolongin (Enoxaparin Sodium Injection) in treatment of hospitalized adult patients with common novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Enoxaparin	Efficacy - Viral load	Mild/Moderate Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50693">ChiCTR2000030580</a>	Tozumab combined with adamumab(Qletli) in the treatment of severe and critically ill patients with novel coronavirus pneumonia (COVID-19):A prospective, single-center, randomized, parallel controlled trial	China	Y	N	Drug Repurposing	Adalimumab, Tocilizumab	Efficacy - Other efficacy	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49779">ChiCTR2000030329</a>	Clinical trial for umbilical cord blood CIK and NK cells in the treatment of mild and general patients infected with novel coronavirus pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:Umbilical cord NK/CIK cells	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50537">ChiCTR2000030702</a>	Convalescent plasma for the treatment of common COVID-19: a prospective randomized controlled trial	China	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49915">ChiCTR2000030082</a>	Randomized controlled trial for the efficacy of dihydroartemisinine piperaquine in the treatment of mild/common novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Dihydroartemisinin/piperaquine	Efficacy - Viral load	Mild/Moderate Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49712">ChiCTR2000029984</a>	Study on the effect of human placenta biological preparation on the defense of immune function against novel coronavirus pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:Human placenta extract	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50057">ChiCTR2000030187</a>	Efficacy and safety of Lopinavir and Ritonavir in the treatment of novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Lopinavir/ritonavir	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49806">ChiCTR2000030031</a>	A randomized, double-blind, parallel, controlled trial for comparison of phosphoric chloroquine combined with standard therapy and standard therapy in mild/common patients with novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Chloroquine	Efficacy - Viral load	Mild/Moderate Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49569">ChiCTR2000029895</a>	Single arm study for the efficacy and safety of GD31 in patients with novel coronavirus pneumonia (COVID-19)	China	N	N	Shelved drug or NME	GD31	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49384">ChiCTR2000029817</a>	Clinical Study of Cord Blood NK Cells Combined with Cord Blood Mesenchymal Stem Cells in the Treatment of Acute Novel Coronavirus Pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:MSC, ND:NK cells	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49495">ChiCTR2000029837</a>	A randomized, double-blind, parallel, controlled trial for comparison of phosphoric chloroquine combined with standard therapy and standard therapy in mild/common patients with novel coronavirus pneumon (COVID-19)ia	China	Y	N	Drug Repurposing	Chloroquine	Efficacy - Viral load	Mild/Moderate Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49374">ChiCTR2000029812</a>	Clinical Study for Umbilical Cord Blood Mononuclear Cells in the Treatment of Acute Novel Coronavirus Pneumonia (NCP)	China	Y	N	Cell/Blood based	ND:Cord blood MNC	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49481">ChiCTR2000029826</a>	A randomized, double-blind, parallel, controlled trial for comparison of phosphoric chloroquine combined with standard therapy and standard therapy in serious/critically ill patients with novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Chloroquine	Efficacy - Mortality	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49956">ChiCTR2000030509</a>	Clinical Study of NK Cells in the Treatment of Novel Coronavirus Pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:NK cells	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50279">ChiCTR2000030417</a>	Efficacy and safety of chloroquine phosphate inhalation combined with standard therapy in the treatment of novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Chloroquine	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50290">ChiCTR2000030381</a>	A randomized, open-label, controlled and single-center trial to evaluate the efficacy and safety of anti-SARS-CoV-2 inactivated convalescent plasma in the treatment of novel coronavirus pneumonia (COVID-19) patient	China	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50002">ChiCTR2000030135</a>	A randomized controlled trial for high-dose Vitamin C in the treatment of severe and critical novel coronavirus pneumonia (COVID-19) patients	China	Y	N	Drug Repurposing	Ascorbic acid	Efficacy - Mortality	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51416">ChiCTR2000031138</a>	Prospective exploratory clinical research on the efficacy and safety of pirfenidone capsules in the treatment of severe novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Pirfenidone	Efficacy - Other efficacy	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51059">ChiCTR2000030939</a>	Preliminary evaluation of the safety and efficacy of oral LL-37 antiviral peptide (CAS001) in the treatment of novel coronavirus pneumonia	China	N	N	Shelved drug or NME	CSA0001	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51141">ChiCTR2000030922</a>	Prospective, open-label, controlled, multicenter cohort study of long-acting interferon plus ribavirin in patients with COVID-19 infection	China	Y	N	Drug Repurposing	Interferon alpha 2a	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51154">ChiCTR2000030906</a>	A single-center, open and dose-escalation phase I clinical trial for recombinant novel coronavirus vaccine (adenoviral vector) in healthy adults aged between 18 and 60 years	China	Y	N	Vaccine	Adenoviral vaccine	Safety	General population	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51404">ChiCTR2000031139</a>	Safety and Effectiveness of Human embryonic stem cell-derived M cells (CAStem) for Pulmonary Fibrosis Correlated with novel coronavirus pneumonia(COVID-19)	China	N	N	Cell/Blood based	ND:MSC	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50696">ChiCTR2000030929</a>	A randomized, double-blind, parallel-controlled trial to evaluate the efficacy and safety of anti-SARS-CoV-2 virus inactivated plasma in the treatment of severe novel coronavirus pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Clinical improvement (except WHO scale)	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50137">ChiCTR2000030254</a>	the Efficacy and Safety of Favipiravir for novel coronavirus   infected pneumonia: A multicenter, randomized, open, positive, parallel-controlled clinical study	China	Y	N	Drug Repurposing	Favipiravir	Efficacy - Clinical improvement (except WHO scale)	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49968">ChiCTR2000030224</a>	Clinical study of mesenchymal stem cells in treating severe novel coronavirus pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:MSC	Efficacy - Oxygen parameters	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51329">ChiCTR2000030987</a>	Clinical Trial of Favipiravir Tablets Combine With Chloroquine Phosphate in the Treatment of novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Chloroquine, Favipiravir	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=48809">ChiCTR2000029496</a>	A randomized, open label, parallel controlled trial for evaluating the efficacy of recombinant cytokine gene-derived protein injection on clearing novel coronavirus in patients with novel coronavirus pneumonia (COVID-19)	China	Y	N	Shelved drug or NME	Novaferon	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50199">ChiCTR2000030944</a>	An open, multi-center, control, exploratory clinical study of human NK cells and UC-MSCs transplantation for severe novel coronavirus pneumonia	China	Y	N	Cell/Blood based	ND:NK cells, ND:MSC	Efficacy - Other efficacy	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50660">ChiCTR2000030539</a>	Study for the effect of 3% hydrogen peroxide gargle on the Intraoral novel coronavirus of the patients with novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Hydrogen peroxide	Efficacy - Viral load	Mild/Moderate Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49524">ChiCTR2000029868</a>	Hydroxychloroquine treating novel coronavirus pneumonia (COVID-19): a randomized controlled, open label, multicenter trial	China	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49420">ChiCTR2000031204</a>	A multicenter, single-blind, randomized controlled clinical trial for chloroquine phosphate in the treatment of 2019 novel coronavirus-infected pneumonia	China	Y	N	Drug Repurposing	Chloroquine	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51112">ChiCTR2000031196</a>	Clinical efficacy of novel coronavirus infection treated by combination of interferon regimen and Ritonavir Tablets	China	Y	N	Drug Repurposing	Lopinavir/ritonavir, Interferon	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49840">ChiCTR2000030028</a>	Clinical comparative study of PD-1 mAb in the treatment of severe and critical patients with novel coronavirus disease (COVID-19)	China	Y	N	Drug Repurposing	Anti-PD1 mab (unspecified)	Efficacy - Other efficacy	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51904">ChiCTR2000031494</a>	Clinical study for stem cells in the treatment of severe novel coronavirus pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:MSC	Efficacy - Other efficacy	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50254">ChiCTR2000031501</a>	The efficacy  of convalescent plasma in patients with critical novel coronavirus pneumonia (COVID-19): a pragmatic, prospective cohort study	China	Y	N	Cell/Blood based	ND:Convalescent plasma	Efficacy - Mortality	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50474">ChiCTR2000031630</a>	Clinical study for Celebrex in the treatment of novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Celecoxib	Other	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=51693">ChiCTR2000031454</a>	Clinical study for prevention and treatment of digestive tract lesions caused by novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	Rabeprazole	Efficacy - Viral load	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=49254">ChiCTR2000031430</a>	Evaluation of  the safety and efficacy for human umbilical cord mesenchymal stem cells in COVID-19 induced pulmonary fibrosis	China	Y	N	Cell/Blood based	ND:MSC	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://anzctr.org.au/ACTRN12620000417987.aspx">ACTRN12620000417987</a>	Multi-Site, Randomized, Open-Label, Parallel-Group, Placebo-Controlled Study to Assess the Chemoprophylactic Efficacy of Chloroquine Against SARS-CoV-2/COVID-19 in Healthcare Workers at High-Risk of Exposure	Australia	Y	N	Drug Repurposing	Chloroquine	Efficacy - Other efficacy	Exposed individuals (family members, HCP)	
<a href="https://anzctr.org.au/ACTRN12620000457943.aspx">ACTRN12620000457943</a>	A Randomised, Double Blind, Placebo-Controlled Trial of the Efficacy of Hydroxychloroquine for the Community-Based Treatment of Adults With Diagnosed COVID-19 	New Zealand	Y	N	Drug Repurposing	Hydroxychloroquine	Efficacy - Other efficacy	Mild/Moderate Cases, Severe Cases	
<a href="https://anzctr.org.au/ACTRN12620000454976.aspx">ACTRN12620000454976</a>	High-dose intravenous zinc (HDIVZn) as adjunctive therapy in COVID-19 positive critically ill patients: A pilot randomized controlled trial	Australia	Y	N	Drug Repurposing	Zinc chloride	Efficacy - Oxygen parameters	Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=52006">ChiCTR2000031781</a>	A randomized, double-blinded, placebo-controlled phase II clinical trial for Recombinant Novel Coronavirus (2019-nCOV) Vaccine (Adenovirus Vector) in healthy adults aged above 18 years	China	Y	N	Vaccine	Adenoviral vaccine	Efficacy - Other efficacy	General population	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50241">ChiCTR2000030328</a>	Clinical application of inhaled acetylcysteine solution in the treatment of novel coronavirus pneumonia (COVID-19)	China	Y	N	Drug Repurposing	N-acetylcysteine	Efficacy - Oxygen parameters	Mild/Moderate Cases, Severe Cases	
<a href="http://www.chictr.org.cn/showproj.aspx?proj=50613">ChiCTR2000031735</a>	Clinical study for natural killer (NK) cells from umbilical cord blood in the treatment of viral pneumonia include novel coronavirus pneumonia (COVID-19)	China	Y	N	Cell/Blood based	ND:NK cells	Safety	Mild/Moderate Cases, Severe Cases	
